D1,D2,D3,D4,D4_1,D4_2,p2q1 [OS1],p2q1 [OS2],p2q1 [OS3],p2q2 [OA1],p2q2 [OA2],p3q1E [OD1],p3q1E [OD2],p3q1E [OD3],p3q1E [OD4],p3q1E [OD5],p3q1T [OD1],p3q1T [OD2],p3q1T [OD3],p3q1T [OD6],p3q1T [OD4],p3q1T [OD5],p3q2E [OD_E1],p3q2E [OD_E2],p3q2E [OD_E3],p3q2E [OD_E4],p3q2T [OD_E1],p3q2T [OD_E2],p3q2T [OD_E3],p3q2T [OD_E5],p3q2T [OD_E4],p4q1T [1],p4q1T [2],p4q1T [3],p4q1T [4],p4q1T [5],p4q1T [6],p4q1T [7],p4q1T [8],p4q1T_O,p4q1E [1],p4q1E [2],p4q1E [3],p4q1E [4],p4q1E [5],p4q1E [6],p4q1E [7],p4q1E_O,p4q2,p4q2_O,p5q1 [SQ002],p5q1 [SQ001],p5q1 [SQ004],p5q1 [SQ005],p5q1_N,p5q2 [1],p5q2 [2],p5q2 [3],p5q2 [4],p5q2 [5],p5q2 [6],p5q2 [7],p5q2 [8],p5q2 [9],p6q1 [1],p6q1 [2],p6q1 [3],p6q1 [4],p6q2E [1],p6q2E [2],p6q2E [3],p6q2E [4],p6q2T [1],p6q2T [2],p6q2T [3],p6q2T [4],p7q1E [1],p7q1E [2],p7q1E [3],p7q1E [4],p7q1E [5],p7q1T [1],p7q1T [2],p7q1T [3],p7q2,p8q1 [1],p8q1 [2],p8q1 [3],p8q1 [4],p8q1 [5],p8q1 [6],p8q2 [1],p8q2 [2],p8q2 [3],p8q2 [4],p8q2 [5],p8q2 [6],p8q2 [7],p8q3 [1],p8q3 [2],p8q3 [3],p8q3 [4]
Male,Germany,less than 5 years,Experiment,> 500 members,,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Yes,No,No,No,No,No,No,No,No,No,No,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,,The HEP community as a whole should decide and set practices.,,Yes,Yes,No,No,,Rarely affect,Somewhat affect,Not at all affect,Affect a lot,Rarely affect,Somewhat affect,Affect a lot,Somewhat affect,Affect a lot,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,Somewhat unhelpful,Somewhat unhelpful,Somewhat unhelpful,Somewhat helpful,Neutral,,,,,Weekly,Monthly,Daily,Daily,Daily,Less than once a year,Very satisfied,Neither satisfied nor dissatisfied,Moderately satisfied,Moderately satisfied,No experience,Very satisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Somewhat affect
Male,France,5 - 10 years,Experiment,> 500 members,,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Yes,Yes,No,No,No,No,No,No,No,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,Yes,"Code should be shared immediately and always, with care taken not to leak results. Data can wait until the collaborators have had a chance to exploit it first.",Each collaboration or team should decide for their work.,,Yes,Yes,No,No,,Rarely affect,Somewhat affect,Neutral,Somewhat affect,Somewhat affect,Rarely affect,Somewhat affect,Affect a lot,Somewhat affect,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Neutral,,,,,Somewhat unhelpful,Very helpful,Somewhat unhelpful,Somewhat unhelpful,Very helpful,,,,,Daily,Weekly,Weekly,Weekly,Daily,Less than once a year,Very satisfied,Moderately satisfied,Moderately satisfied,Neither satisfied nor dissatisfied,Moderately dissatisfied,Moderately satisfied,Neither satisfied nor dissatisfied,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect
Male,Slovenia,11 - 15 years,Theory,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,No,No,No,No,No,Yes,No,No,No,No,No,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,No,Yes,Yes,Yes,Yes,Yes,No,No,,No,No,No,No,No,No,No,,The funding bodies or institutions should decide and develop policies for researchers to follow.,,Yes,Yes,No,No,,Affect a lot,Affect a lot,Rarely affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Rarely affect,Neutral,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,,,,,Neutral,Strongly agree,Somewhat disagree,Neutral,,,,,,Somewhat unhelpful,Neutral,Somewhat helpful,,Once every 3 months,Less than once a year,Monthly,Monthly,Monthly,Less than once a year,Very satisfied,No experience,Very satisfied,Moderately satisfied,No experience,Very satisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Affect a lot
Male,Switzerland,11 - 15 years,Experiment,> 500 members,,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Yes,No,No,No,No,No,No,No,No,No,No,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly disagree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,,Each collaboration or team should decide for their work.,,No,No,Yes,No,,Affect a lot,Not at all affect,Not at all affect,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect,Not at all affect,Neutral,Neutral,Somewhat agree,Strongly agree,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Somewhat disagree,,,,,Very unhelpful,Very unhelpful,Neutral,Neutral,Very unhelpful,,,,,Weekly,Once every 3 months,Monthly,Monthly,Daily,Less than once a year,Very satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,No experience,Very satisfied,No experience,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect
Male,Portugal,less than 5 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,No,No,No,No,Yes,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,,Each collaboration or team should decide for their work.,,Yes,Yes,No,No,,Neutral,Somewhat affect,Somewhat affect,Rarely affect,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect,Neutral,Somewhat agree,Strongly agree,Somewhat disagree,Neutral,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,,,,,Very helpful,Somewhat helpful,Very helpful,Somewhat helpful,Very helpful,,,,,Daily,Daily,Daily,Monthly,Daily,Weekly,Very satisfied,Very satisfied,Moderately dissatisfied,Moderately satisfied,No experience,Moderately satisfied,Very satisfied,Affect a lot,Affect a lot,Affect a lot,Somewhat affect
Male,France,more than 20 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,No,No,No,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Neutral,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,Yes,Yes,No,No,,Each collaboration or team should decide for their work.,,No,No,Yes,No,,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Neutral,Neutral,Somewhat agree,Neutral,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,,,,,Very helpful,Very helpful,Very helpful,Somewhat helpful,Very helpful,,,,,Monthly,Once a year,Twice a year,Weekly,Daily,Less than once a year,Moderately dissatisfied,Moderately dissatisfied,Neither satisfied nor dissatisfied,Moderately satisfied,Neither satisfied nor dissatisfied,Very dissatisfied,Neither satisfied nor dissatisfied,Somewhat affect,Neutral,Affect a lot,Somewhat affect
Male,Belgium,5 - 10 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Somewhat agree,Neutral,,,,,,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,No,No,No,,The HEP community as a whole should decide and set practices.,,Yes,Yes,No,No,,Somewhat affect,Affect a lot,Neutral,Neutral,Somewhat affect,Somewhat affect,Affect a lot,Neutral,Somewhat affect,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,,,,,Somewhat helpful,Very helpful,Neutral,Somewhat unhelpful,Very helpful,,,,"Unfortunately, twiki, slides, analysis notes and even papers are very often not up to date or incomplete in describing what has been done. For exactly that reason you need the code and data to understand what is happening..",Daily,Once every 3 months,Weekly,Less than once a year,Weekly,Less than once a year,Very satisfied,Moderately satisfied,Moderately dissatisfied,No experience,No experience,Neither satisfied nor dissatisfied,No experience,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot
Male,United States of America,less than 5 years,Experiment,> 500 members,,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Somewhat disagree,Yes,Yes,No,No,No,No,No,No,No,No,No,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,,Each collaboration or team should decide for their work.,,Yes,Yes,No,No,,Affect a lot,Affect a lot,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect,Somewhat affect,Neutral,Neutral,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,Neutral,Somewhat disagree,,,,,Somewhat helpful,Somewhat unhelpful,Somewhat unhelpful,Somewhat helpful,Very unhelpful,,,,"I believe that the focus of peer-review should be maintained on the physics and not on the ancillary tools used for it. Code is purely and instrument, and I think that sharing it and the corresponding data is motivated only if it can ease the access of people to the content of a research. Instead of making efforts in documenting the workflow of an analysis, I think it would be more interesting to ensure that the description, the methods and the results of the research are clearly documented and correctly explained in a paper.",Daily,Once a year,Weekly,Weekly,Weekly,Less than once a year,Moderately satisfied,No experience,Moderately dissatisfied,Very satisfied,No experience,Very satisfied,No experience,Somewhat affect,Affect a lot,Affect a lot,Affect a lot
Male,Germany,11 - 15 years,Other,,Computer Science,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Yes,No,No,No,No,No,No,No,No,No,No,Neutral,Somewhat agree,Neutral,Somewhat disagree,,,,,,No,No,No,No,No,Yes,No,No,,No,No,No,No,No,No,No,,The funding bodies or institutions should decide and develop policies for researchers to follow.,,Yes,Yes,No,No,,Neutral,Somewhat affect,Somewhat affect,Affect a lot,Rarely affect,Rarely affect,Somewhat affect,Somewhat affect,Somewhat affect,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,,,,,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat helpful,Very helpful,Very helpful,Somewhat helpful,Somewhat helpful,,,,,Monthly,Daily,Daily,Monthly,Weekly,Less than once a year,Moderately satisfied,Very satisfied,Very satisfied,Very satisfied,No experience,Very satisfied,Moderately satisfied,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect
Male,the United Kingdom of Great Britain and Northern Ireland,5 - 10 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,No,Yes,No,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,,,,,,No,No,No,No,No,No,No,No,,No,Yes,Yes,Yes,No,No,No,,The HEP community as a whole should decide and set practices.,,Yes,No,No,No,,Somewhat affect,Somewhat affect,Not at all affect,Somewhat affect,Affect a lot,Affect a lot,Affect a lot,Not at all affect,Somewhat affect,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,,,,,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat unhelpful,,,,,Daily,Daily,Daily,Daily,Daily,Once every 3 months,Very satisfied,Moderately satisfied,Moderately dissatisfied,Very satisfied,No experience,Very satisfied,Moderately satisfied,Somewhat affect,Affect a lot,Affect a lot,Affect a lot
Male,Russian Federation,16 - 20 years,Experiment,> 500 members,,Neutral,Somewhat agree,Neutral,Somewhat disagree,Neutral,No,No,No,No,Yes,No,No,No,No,No,No,Strongly disagree,Strongly disagree,Somewhat disagree,Neutral,,,,,,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,Each collaboration or team should decide for their work.,,No,Yes,No,No,,Not at all affect,Neutral,Neutral,Rarely affect,Rarely affect,Somewhat affect,Affect a lot,Somewhat affect,Neutral,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neutral,Somewhat agree,,,,,Somewhat unhelpful,Somewhat unhelpful,Neutral,Neutral,Neutral,,,,,Daily,Monthly,Daily,Less than once a year,Weekly,Less than once a year,Moderately satisfied,Moderately satisfied,Moderately satisfied,No experience,No experience,Moderately satisfied,No experience,Somewhat affect,Somewhat affect,Somewhat affect,Neutral
Male,Germany,less than 5 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Yes,No,No,No,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,,,,,,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,,Each collaboration or team should decide for their work.,,Yes,No,No,No,,Affect a lot,Affect a lot,Affect a lot,Somewhat affect,Somewhat affect,Rarely affect,Somewhat affect,Not at all affect,Affect a lot,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,,,,,Very unhelpful,Very unhelpful,Neutral,Somewhat unhelpful,Very unhelpful,,,,,Daily,Daily,Daily,Weekly,Weekly,Once every 3 months,Very satisfied,Moderately satisfied,Very dissatisfied,Moderately satisfied,Moderately dissatisfied,Moderately satisfied,Very satisfied,Affect a lot,Affect a lot,Affect a lot,Affect a lot
Male,the United Kingdom of Great Britain and Northern Ireland,more than 20 years,Theory,,,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,No,No,No,No,No,No,No,No,No,No,Yes,,,,,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Yes,Yes,Yes,Yes,Yes,No,No,No,,No,No,No,No,No,No,No,,Each collaboration or team should decide for their work.,,Yes,Yes,No,No,,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect,Affect a lot,Somewhat affect,Neutral,Neutral,Strongly agree,Neutral,Neutral,,,,,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,,,,,,Very helpful,Very helpful,Very helpful,,Less than once a year,Less than once a year,Less than once a year,Less than once a year,Less than once a year,Less than once a year,No experience,No experience,No experience,No experience,No experience,No experience,No experience,Affect a lot,Affect a lot,Affect a lot,Somewhat affect
Male,the United Kingdom of Great Britain and Northern Ireland,more than 20 years,Experiment,> 500 members,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Yes,No,No,No,No,No,No,No,No,No,No,Neutral,Somewhat disagree,Strongly disagree,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,Yes,See answer to next question.  Totally open sharing is not appropriate.,Each collaboration or team should decide for their work.,,No,No,Yes,No,,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Somewhat affect,Neutral,Affect a lot,Affect a lot,Neutral,Strongly agree,Neutral,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Neutral,,,,,Very unhelpful,Very unhelpful,Very unhelpful,Neutral,Very unhelpful,,,,It is really up to the collaboration and referees to decide.,Less than once a year,Less than once a year,Once a year,Less than once a year,Less than once a year,Less than once a year,No experience,No experience,Neither satisfied nor dissatisfied,No experience,No experience,Very satisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Somewhat affect
Male,Italy,5 - 10 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,,,,,,No,No,No,No,No,No,No,No,,No,Yes,Yes,Yes,No,No,No,,Each collaboration or team should decide for their work.,,Yes,Yes,No,No,,Affect a lot,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,Affect a lot,Strongly agree,Strongly agree,Neutral,Somewhat disagree,Somewhat disagree,Somewhat agree,Neutral,Somewhat agree,,,,,Somewhat helpful,Somewhat unhelpful,Somewhat unhelpful,Neutral,Somewhat unhelpful,,,,,Daily,Monthly,Monthly,Weekly,Daily,Weekly,Very satisfied,Moderately satisfied,Moderately dissatisfied,Moderately satisfied,Moderately dissatisfied,Very satisfied,Moderately satisfied,Somewhat affect,Affect a lot,Neutral,Somewhat affect
Female,Italy,less than 5 years,Experiment,> 500 members,,Neutral,Somewhat agree,Neutral,Somewhat agree,Neutral,Yes,No,No,No,No,No,No,No,No,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,,Each individual researcher should decide for their work autonomously.,,No,Yes,No,No,,Affect a lot,Somewhat affect,Neutral,Affect a lot,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,,,,,Very helpful,Neutral,Somewhat helpful,Very helpful,Neutral,,,,,Weekly,Monthly,Monthly,Weekly,Daily,Less than once a year,Very satisfied,Neither satisfied nor dissatisfied,Moderately satisfied,Very satisfied,No experience,Very satisfied,No experience,Somewhat affect,Somewhat affect,Affect a lot,Affect a lot
Male,Italy,less than 5 years,Experiment,101 - 500 members,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,No,No,No,No,No,No,No,No,No,No,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,,Each collaboration or team should decide for their work.,,No,Yes,No,No,,Somewhat affect,Affect a lot,Somewhat affect,Neutral,Neutral,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect,Somewhat agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neutral,Somewhat agree,,,,,Very helpful,Very helpful,Very helpful,Somewhat helpful,Very helpful,,,,,Monthly,Less than once a year,Weekly,Daily,Less than once a year,Less than once a year,Moderately satisfied,No experience,Moderately satisfied,Very satisfied,No experience,Moderately satisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Affect a lot
Male,Austria,less than 5 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,Yes,Yes,Yes,Yes,No,No,,Each collaboration or team should decide for their work.,,Yes,Yes,No,No,,Rarely affect,Affect a lot,Somewhat affect,Neutral,Affect a lot,Affect a lot,Somewhat affect,Somewhat affect,Affect a lot,Strongly disagree,Strongly agree,Somewhat agree,Somewhat disagree,Neutral,Neutral,Somewhat agree,Strongly agree,,,,,Neutral,Somewhat helpful,Very helpful,Somewhat helpful,Neutral,,,,,Daily,Once every 3 months,Once every 3 months,Weekly,Weekly,Monthly,Very satisfied,No experience,No experience,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect
Male,Georgia,5 - 10 years,Experiment,> 500 members,,Somewhat agree,Neutral,Neutral,Neutral,Neutral,No,No,No,No,Yes,No,No,No,No,No,No,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,,The funding bodies or institutions should decide and develop policies for researchers to follow.,,No,No,Yes,No,,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Neutral,Neutral,,,,,Neutral,Neutral,Somewhat helpful,Somewhat helpful,Neutral,,,,,Weekly,Monthly,Daily,Once a year,Weekly,Less than once a year,Very satisfied,Moderately satisfied,Moderately satisfied,Moderately satisfied,No experience,Very satisfied,No experience,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect
Male,Italy,more than 20 years,Experiment,51 - 100 members,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,No,Yes,Yes,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,,The HEP community as a whole should decide and set practices.,,No,Yes,No,No,,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neutral,,,,,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,,,,,Weekly,Once every 3 months,Less than once a year,Daily,Weekly,Weekly,Very satisfied,Moderately dissatisfied,Moderately dissatisfied,Very satisfied,Moderately dissatisfied,Moderately satisfied,Moderately satisfied,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect
Male,United States of America,less than 5 years,Experiment,> 500 members,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,No,No,No,No,No,No,No,No,,No,Yes,Yes,Yes,Yes,No,No,,Each individual researcher should decide for their work autonomously.,,Yes,Yes,No,No,,Not at all affect,Neutral,Affect a lot,Somewhat affect,Affect a lot,Somewhat affect,Affect a lot,Affect a lot,Affect a lot,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Neutral,Somewhat agree,,,,,Somewhat unhelpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,,,,passing down scripted workflows creates a real blackbox lack of understanding. click & collect should not be encouraged.,Weekly,Weekly,Weekly,Weekly,Weekly,Less than once a year,Moderately dissatisfied,Moderately dissatisfied,Very dissatisfied,Moderately satisfied,Moderately dissatisfied,Very dissatisfied,Very dissatisfied,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect
