Gender,D2,D3,D4,D4_1,D4_2,p2q1 [OS1],p2q1 [OS2],p2q1 [OS3],p2q2 [OA1],p2q2 [OA2],p3q1E [OD1],p3q1E [OD2],p3q1E [OD3],p3q1E [OD4],p3q1E [OD5],p3q1T [OD1],p3q1T [OD2],p3q1T [OD3],p3q1T [OD6],p3q1T [OD4],p3q1T [OD5],p3q2E [OD_E1],p3q2E [OD_E2],p3q2E [OD_E3],p3q2E [OD_E4],p3q2T [OD_E1],p3q2T [OD_E2],p3q2T [OD_E3],p3q2T [OD_E4],p3q2T [OD_E5],p4q1T [1],p4q1T [2],p4q1T [3],p4q1T [4],p4q1T [5],p4q1T [6],p4q1T [7],p4q1T [8],p4q1T_O,p4q1E [1],p4q1E [2],p4q1E [3],p4q1E [4],p4q1E [5],p4q1E [6],p4q1E [7],p4q1E_O,p4q2,p4q2_O,p5q1 [SQ002],p5q1 [SQ001],p5q1 [SQ004],p5q1 [SQ005],p5q1_N,p5q2 [1],p5q2 [2],p5q2 [3],p5q2 [4],p5q2 [5],p5q2 [6],p5q2 [7],p5q2 [8],p5q2 [9],p6q1 [1],p6q1 [2],p6q1 [3],p6q1 [4],p6q2E [1],p6q2E [2],p6q2E [3],p6q2E [4],p6q2T [1],p6q2T [2],p6q2T [3],p6q2T [4],p7q1E [1],p7q1E [2],p7q1E [3],p7q1E [4],p7q1E [5],p7q1T [1],p7q1T [2],p7q1T [3],p7q2,p8q1 [1],p8q1 [2],p8q1 [3],p8q1 [4],p8q1 [5],p8q1 [6],p8q2 [1],p8q2 [2],p8q2 [3],p8q2 [4],p8q2 [5],p8q2 [6],p8q2 [7],p8q3 [1],p8q3 [2],p8q3 [3],p8q3 [4]
M,Russian Federation,Senior,EX,101 - 500 ,,4,5,4,4,3,Y,N,N,N,N,N,N,N,N,N,N,4,3,4,2,,,,,NA,N,N,N,N,N,N,N,N,,N,N,Y,N,N,N,N,,collab,,N,Y,N,N,,4,4,4,5,4,5,4,4,4,4,5,3,3,4,3,3,4,,,,,4,5,4,4,5,,,,,Weekly,Less than once a year,Weekly,Once a year,Monthly,Once a year,3,3,4,0,0,3,0,4,5,5,4
M,Greece,Junior,EX,> 500 ,,5,5,5,5,4,Y,N,Y,N,N,N,N,N,N,N,N,5,5,5,2,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,N,N,N,N,N,,individual,,Y,Y,N,N,,4,1,1,4,4,4,5,2,2,3,4,2,2,4,5,4,5,,,,,5,5,4,5,4,,,,,Weekly,Less than once a year,Weekly,Monthly,Daily,Less than once a year,5,0,4,4,0,4,0,4,5,5,4
M,France,Junior,EX,> 500 ,,5,5,5,3,3,Y,Y,Y,N,N,N,N,N,N,N,N,5,5,4,5,,,,,NA,N,N,N,N,N,N,N,N,,Y,N,N,Y,N,N,N,,community,,Y,Y,N,N,,4,5,3,4,5,5,5,5,3,1,5,1,1,4,4,4,4,,,,,3,5,5,5,5,,,,,Daily,Daily,Daily,Daily,Weekly,Daily,5,5,4,4,5,5,5,4,5,5,4
M,United States of America,Senior,EX,> 500 ,,2,3,2,2,3,Y,N,N,N,N,N,N,N,N,N,N,3,4,1,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,Y,N,N,,collab,,Y,Y,N,N,,2,2,2,4,4,4,4,2,4,4,5,3,5,1,4,1,1,,,,,1,2,4,4,1,,,,,Monthly,Weekly,Weekly,Less than once a year,Weekly,Less than once a year,5,5,5,0,0,4,0,4,4,5,4
M,Italy,Senior,EX,> 500 ,,4,3,2,3,2,Y,N,N,N,N,N,N,N,N,N,N,3,3,2,2,,,,,NA,N,N,N,N,N,N,N,N,,N,N,Y,N,N,N,N,,collab,,N,N,Y,N,,4,3,3,4,5,4,3,4,2,3,4,2,3,1,4,3,2,,,,,2,1,4,4,2,,,,,Daily,Once every 3 months,Weekly,Less than once a year,Weekly,Less than once a year,5,3,4,0,0,5,0,3,4,2,4
M,Hungary,Junior,EX,> 500 ,,4,3,4,4,3,N,N,Y,N,N,N,N,N,N,N,N,4,4,4,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,Y,N,N,,collab,,Y,Y,N,N,,4,3,3,3,3,3,3,3,3,5,4,2,1,3,3,3,3,,,,,3,4,4,4,4,,,,,Daily,Weekly,Daily,Daily,Daily,Once a year,5,5,3,5,0,5,3,4,3,3,3
NA,Switzerland,Senior,EX,> 500 ,,4,1,4,4,3,Y,N,N,Y,N,N,N,N,N,N,N,5,5,5,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,Question is too simple minded,collab,,N,Y,N,N,,5,5,4,1,3,1,2,3,3,3,4,2,5,1,5,1,1,,,,,1,1,1,1,1,,,,,Less than once a year,Less than once a year,Less than once a year,Twice a year,Daily,Less than once a year,0,0,1,3,0,5,0,5,3,5,5
M,India,Junior,EX,> 500 ,,5,4,4,5,4,N,N,Y,N,N,N,N,N,N,N,N,4,3,5,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,individual,,Y,Y,N,N,,3,5,4,4,4,4,3,5,3,2,4,1,2,2,4,4,3,,,,,5,4,5,5,4,,,,,Monthly,Less than once a year,Daily,Twice a year,Once every 3 months,Monthly,3,3,5,4,0,5,3,4,4,5,4
M,Italy,Senior,EX,> 500 ,,3,2,3,4,2,Y,N,N,N,N,N,N,N,N,N,N,3,3,3,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,"in any relatively complex research, releasing data and code in public domain doesn't change anything, basically Nbody will have the kNwledge to use those data and code",collab,,N,Y,N,N,,5,3,3,3,3,3,2,4,1,4,4,1,5,3,2,3,3,,,,,3,3,2,2,2,,,,,Less than once a year,Once every 3 months,Monthly,Weekly,Weekly,Less than once a year,3,4,4,5,3,5,3,5,4,5,4
M,United States of America,Senior,EX,> 500 ,,5,5,5,3,4,Y,Y,Y,Y,N,N,N,N,N,N,N,4,3,2,2,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,N,N,N,N,N,,collab,,Y,Y,N,N,,2,4,1,4,5,3,3,3,4,2,4,1,1,1,5,1,5,,,,,4,1,1,1,1,,,,,Daily,Weekly,Daily,Daily,Daily,Daily,4,4,5,4,0,5,5,5,3,2,5
NA,Russian Federation,Senior,EX,> 500 ,,4,4,4,4,3,Y,N,N,N,N,N,N,N,N,N,N,4,4,3,3,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,Y,N,Y,,funder,,N,N,Y,N,,4,5,4,4,3,3,4,3,3,3,4,3,3,3,3,3,3,,,,,3,3,3,3,3,,,,,Weekly,Twice a year,Daily,Less than once a year,Monthly,Less than once a year,2,3,4,0,0,3,0,4,4,4,4
M,Italy,Junior,EX,> 500 ,,5,5,4,3,4,Y,Y,N,N,N,N,N,N,N,N,N,4,4,4,4,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,N,Y,Y,N,N,,collab,,Y,Y,N,N,,3,4,5,5,4,4,3,5,3,2,5,1,2,2,4,4,4,,,,,4,3,5,5,2,,,,,Daily,Less than once a year,Daily,Weekly,Weekly,Less than once a year,5,0,5,4,0,5,0,5,5,5,5
M,Italy,Junior,EX,> 500 ,,5,5,5,3,3,N,N,N,N,Y,N,N,N,N,N,N,5,5,5,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,community,,Y,Y,N,N,,3,3,4,4,4,5,5,5,5,4,4,2,4,2,5,3,4,,,,,4,4,5,4,3,,,,,Daily,Twice a year,Daily,Daily,Daily,Twice a year,5,0,5,4,0,5,0,5,5,4,3
F,Italy,Junior,EX,> 500 ,,4,3,2,4,3,N,N,N,N,Y,N,N,N,N,N,N,2,3,3,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,Y,N,N,N,N,,community,,N,Y,N,N,,4,2,2,2,5,5,4,5,5,2,4,5,2,1,5,2,2,,,,,3,2,5,5,2,,,,,Weekly,Weekly,Weekly,Weekly,Daily,Weekly,4,4,4,5,3,5,5,2,4,5,4
M,France,Junior,EX,> 500 ,,5,4,5,3,3,Y,Y,N,N,N,N,N,N,N,N,N,4,5,4,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,Y,N,N,,collab,,Y,Y,N,N,,4,5,4,5,4,2,2,3,4,4,4,3,2,4,4,4,5,,,,,4,3,4,5,4,,,,,Monthly,Less than once a year,Daily,Monthly,Weekly,Less than once a year,3,0,2,4,4,4,0,4,5,5,4
M,Slovakia,Senior,EX,> 500 ,,3,4,2,4,3,N,Y,N,N,N,N,N,N,N,N,N,1,1,3,2,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,N,Y,N,,individual,,N,N,N,Y,Near impossibility to explain all subtleties of my code and data. Fear of missinterpretation - unintentional or intentional -  of results.,5,5,4,5,4,3,5,5,5,2,5,4,5,1,5,1,1,,,,,1,1,2,1,1,,,,Only those who produce the code and data kNw all subtle details of the analysis. Independent referee may be more confused than enlightened. Published results must be reproducible by independent research Nt biased by existing code and data.,Less than once a year,Less than once a year,Twice a year,Less than once a year,Monthly,Less than once a year,0,4,3,0,0,5,0,5,5,4,4
M,the United Kingdom of Great Britain and Nrthern Ireland,Junior,EX,> 500 ,,3,4,3,1,1,N,N,Y,N,N,N,N,N,N,N,N,2,4,4,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,community,,Y,Y,N,N,,5,5,3,5,2,4,5,4,4,5,5,4,1,3,5,1,3,,,,,4,2,1,4,4,,,,,Daily,Monthly,Weekly,Weekly,Daily,Twice a year,5,4,2,4,0,5,4,5,5,5,5
F,Spain,Senior,EX,> 500 ,,4,4,3,5,3,Y,N,N,N,N,N,N,N,N,N,N,3,2,3,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,collab,,N,Y,N,N,,4,3,5,3,4,4,3,4,3,3,4,3,3,2,3,3,4,,,,,2,3,4,4,3,,,,,Once every 3 months,Monthly,Weekly,Once every 3 months,Daily,Once every 3 months,4,4,4,4,0,5,4,4,4,5,4
M,the United Kingdom of Great Britain and Nrthern Ireland,Senior,EX,> 500 ,,4,4,5,4,4,Y,N,N,Y,N,N,N,N,N,N,N,4,4,4,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,collab,,N,Y,N,N,,4,1,2,4,4,4,4,3,4,1,4,2,2,2,4,2,4,,,,,2,1,2,3,1,,,,Nt clear if you mean internal or external peer review,Weekly,Once every 3 months,Weekly,Less than once a year,Weekly,Less than once a year,5,4,4,0,0,5,0,2,5,5,3
F,Italy,Senior,EX,> 500 ,,5,5,5,5,4,Y,Y,N,N,N,N,N,N,N,N,N,4,4,4,5,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,N,N,N,N,N,,community,,N,Y,N,N,,3,4,5,1,4,3,3,4,3,3,5,4,4,2,5,3,4,,,,,5,3,4,2,1,,,,,Daily,Daily,Weekly,Weekly,Daily,Monthly,5,4,5,5,0,5,3,5,5,5,4
F,Italy,Senior,EX,> 500 ,,3,4,4,5,4,Y,N,N,Y,N,N,N,N,N,N,N,2,1,3,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,collab,,N,Y,N,N,,4,4,5,3,4,4,3,5,3,2,5,4,3,2,5,2,4,,,,,1,1,4,4,1,,,,,Less than once a year,Less than once a year,Monthly,Monthly,Daily,Less than once a year,2,2,4,4,0,4,0,5,4,5,4
F,Netherlands,Senior,EX,101 - 500 ,,5,5,5,4,5,Y,N,N,N,N,N,N,N,N,N,N,5,5,4,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,Y,N,N,N,N,,collab,,Y,Y,N,N,,4,4,4,5,5,5,5,4,5,3,5,1,2,5,4,4,5,,,,,4,4,4,4,4,,,,,Once every 3 months,Less than once a year,Once every 3 months,Once every 3 months,Monthly,Less than once a year,5,0,5,5,0,5,0,5,5,5,5
M,Germany,Junior,EX,> 500 ,,5,5,5,5,3,Y,N,N,N,N,N,N,N,N,N,N,5,5,5,2,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,funder,,Y,Y,N,N,,3,5,1,1,5,4,5,5,5,3,5,1,1,1,5,5,4,,,,,5,5,5,4,3,,,,,Monthly,Once a year,Weekly,Weekly,Weekly,Less than once a year,1,3,4,4,3,1,3,5,5,5,5
M,the United Kingdom of Great Britain and Nrthern Ireland,Junior,EX,> 500 ,,5,5,5,3,4,Y,Y,Y,Y,N,N,N,N,N,N,N,5,5,4,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,Y,N,N,,collab,,Y,Y,N,N,,4,2,1,2,1,1,5,2,1,2,5,1,1,4,1,5,4,,,,,5,5,5,4,5,,,,I like Open/Libre most things.,Daily,Daily,Daily,Weekly,Daily,Less than once a year,5,5,4,4,0,5,0,5,4,5,5
F,United States of America,Junior,EX,> 500 ,,5,5,4,5,4,Y,N,N,N,N,N,N,N,N,N,N,2,2,3,4,,,,,NA,N,N,N,N,N,N,N,N,,Y,Y,N,Y,Y,N,N,,collab,,Y,Y,N,N,,5,3,3,5,4,4,5,4,3,2,5,2,2,3,4,3,3,,,,,2,4,3,2,3,,,,,Daily,Weekly,Daily,Monthly,Daily,Less than once a year,5,2,2,3,0,4,0,4,4,4,5
M,China,Junior,EX,> 500 ,,4,3,4,3,3,N,N,N,N,Y,N,N,N,N,N,N,4,4,3,3,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,collab,,Y,Y,N,N,,4,4,4,4,4,4,4,3,4,2,4,2,2,3,3,3,3,,,,,3,3,3,3,3,,,,,Daily,Once every 3 months,Daily,Once every 3 months,Daily,Less than once a year,5,0,4,3,0,4,0,4,4,4,4
M,Switzerland,Junior,EX,> 500 ,,5,5,5,5,4,Y,Y,N,N,N,N,N,N,N,N,N,5,5,5,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,community,,N,Y,N,N,,3,3,1,1,1,1,3,4,3,3,5,2,2,2,5,3,4,,,,,2,2,3,2,2,,,,,Weekly,Once every 3 months,Weekly,Monthly,Weekly,Less than once a year,5,4,5,5,0,4,0,4,4,5,4
NA,France,Junior,EX,> 500 ,,5,5,4,5,5,Y,Y,Y,Y,N,N,N,N,N,N,N,5,5,5,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,community,,Y,Y,N,N,,4,5,4,4,3,4,4,4,5,4,5,1,3,1,3,1,5,,,,,5,3,4,4,3,,,,,Daily,Monthly,Weekly,Once every 3 months,Daily,Less than once a year,5,3,2,5,5,5,0,5,5,5,5
F,the United Kingdom of Great Britain and Nrthern Ireland,Junior,EX,> 500 ,,4,2,4,5,3,Y,N,N,N,N,N,N,N,N,N,N,5,2,3,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,N,Y,N,,collab,,N,N,Y,N,,5,5,5,1,5,4,4,5,5,2,5,4,1,1,5,4,2,,,,,3,2,4,2,1,,,,,Daily,Weekly,Monthly,Once every 3 months,Daily,Less than once a year,4,5,1,5,0,5,0,4,4,4,4
M,Spain,Senior,EX,> 500 ,,5,4,5,4,3,Y,N,Y,Y,N,N,N,N,N,N,N,5,4,4,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,collab,,Y,Y,N,N,,4,3,3,4,4,4,4,3,5,3,4,2,2,2,5,2,2,,,,,3,3,4,4,3,,,,I doubt the reviewers will be able to go over data or code...,Once every 3 months,Once a year,Weekly,Daily,Daily,Less than once a year,3,3,2,2,0,1,0,5,5,5,4
M,Netherlands,Junior,EX,> 500 ,,5,5,5,4,4,Y,N,N,N,N,N,N,N,N,N,N,5,5,5,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,community,,Y,Y,N,N,,2,5,3,4,5,4,5,2,5,5,5,1,1,5,2,5,5,,,,,4,5,4,3,5,,,,I think it would be 5 to the review process if guidelines existed in how to make an analysis reproducible using a standard process and standard software. That should include material on how to fulfill such guidelines in practice.,Daily,Weekly,Weekly,Once every 3 months,Weekly,Monthly,5,4,4,0,0,4,5,5,5,5,2
M,the United Kingdom of Great Britain and Nrthern Ireland,Junior,EX,> 500 ,,5,4,5,3,3,Y,Y,Y,N,N,N,N,N,N,N,N,5,5,5,2,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,Y,Y,N,N,N,,community,,N,N,Y,N,,2,5,4,4,5,2,4,4,5,1,5,1,1,4,2,3,5,,,,,5,4,2,2,4,,,,,Weekly,Monthly,Weekly,Once a year,Weekly,Daily,4,3,1,0,0,2,4,2,5,4,2
M,Sweden,Junior,EX,20 - 50 ,,5,4,5,2,3,Y,Y,N,N,N,N,N,N,N,N,N,4,5,5,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,Y,Y,N,N,N,,individual,,Y,Y,N,N,,4,5,3,4,3,3,4,4,4,4,5,5,3,3,3,2,3,,,,,4,4,3,2,4,,,,,Daily,Less than once a year,Once every 3 months,Monthly,Monthly,Daily,5,2,3,4,5,4,5,5,5,5,3
M,Germany,Junior,EX,> 500 ,,4,3,5,5,1,Y,N,N,N,N,N,N,N,N,N,N,5,5,5,5,,,,,NA,N,N,N,N,N,N,N,N,,Y,Y,Y,Y,N,N,N,,funder,,Y,Y,N,N,,2,5,2,2,5,4,5,5,4,1,5,1,2,4,5,4,4,,,,,4,4,4,4,4,,,,,Daily,Monthly,Monthly,Less than once a year,Monthly,Less than once a year,5,4,4,0,0,5,0,5,4,4,5
M,Switzerland,Senior,EX,101 - 500 ,,5,5,5,5,5,N,N,N,Y,N,N,N,N,N,N,N,5,5,5,1,,,,,NA,N,N,N,N,N,N,N,N,,N,N,Y,N,N,N,N,,community,,Y,Y,N,N,,4,5,3,4,4,4,4,4,4,1,5,3,3,4,3,2,3,,,,,5,5,5,5,5,,,,,Daily,Once every 3 months,Once every 3 months,Monthly,Weekly,Twice a year,5,4,4,4,3,5,4,5,5,5,5
M,Italy,Senior,EX,> 500 ,,5,5,4,5,3,N,N,Y,N,N,N,N,N,N,N,N,5,5,5,3,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,funder,,Y,Y,N,N,,5,5,5,5,5,5,5,5,5,4,4,1,2,3,3,4,3,,,,,4,4,5,5,4,,,,,Twice a year,Less than once a year,Monthly,Twice a year,Weekly,Less than once a year,4,0,4,4,0,4,0,5,3,4,5
M,France,Senior,EX,> 500 ,,2,1,1,4,4,Y,N,N,N,N,N,N,N,N,N,N,1,1,3,1,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,N,Y,N,,collab,,N,N,N,Y,"If we speak on the input data to analysis, I think it will be misused and results most likely incorrect. Then it will fall back on us to disprove the results.",5,3,2,5,5,5,1,5,3,3,1,3,5,1,5,1,4,,,,,1,1,2,2,1,,,,"I assumed when filling this survey that the data we are atlking about is the input to the analysis, Nt the final tables/figures that we already share with e.g. HepData.",Weekly,Weekly,Daily,Once every 3 months,Daily,Less than once a year,2,2,2,5,0,4,0,5,4,4,3
M,Italy,Senior,EX,20 - 50 ,,5,5,5,5,4,Y,N,N,N,N,N,N,N,N,N,N,5,5,5,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,collab,,N,Y,N,N,,5,4,4,4,4,4,4,5,4,4,4,4,4,3,4,3,4,,,,,4,4,4,4,4,,,,,Once every 3 months,Less than once a year,Less than once a year,Less than once a year,Once every 3 months,Less than once a year,5,0,0,0,0,4,0,4,4,5,5
M,Italy,Senior,EX,> 500 ,,3,3,2,4,2,N,N,N,N,Y,N,N,N,N,N,N,2,2,3,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,N,Y,N,,collab,,N,N,Y,N,,5,5,4,3,4,3,2,5,2,4,5,2,3,2,4,4,4,,,,,3,3,4,4,2,,,,Large HEP collaborations have alreay adopted twiki pages and internal Ntes as standard components for the internal review process. This may become an overhead difficult to stand for small collaborations.,Daily,Monthly,Daily,Monthly,Weekly,Less than once a year,5,4,4,0,0,5,0,4,4,4,5
M,Switzerland,Junior,EX,> 500 ,,5,5,5,4,5,Y,Y,N,N,N,N,N,N,N,N,N,5,5,4,3,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,Y,N,N,N,N,,collab,,Y,Y,N,N,,3,5,3,5,3,4,5,5,3,3,5,3,2,4,4,4,5,,,,,4,4,4,5,4,,,,,Daily,Weekly,Daily,Monthly,Daily,Weekly,5,5,4,3,0,4,5,4,5,4,4
M,Germany,Junior,EX,51 - 100 ,,5,5,5,2,2,Y,N,Y,N,N,N,N,N,N,N,N,5,5,4,4,,,,,NA,N,N,N,N,N,N,N,N,,Y,Y,N,N,N,N,N,,community,,Y,Y,N,N,,4,5,3,4,4,5,5,1,3,2,4,2,2,4,3,2,4,,,,,5,5,5,5,5,,,,,Daily,Monthly,Weekly,Once every 3 months,Monthly,Less than once a year,5,3,5,3,0,3,2,2,4,5,4
F,United States of America,Senior,EX,> 500 ,,4,3,3,4,2,Y,N,N,Y,N,N,N,N,N,N,N,2,3,3,3,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,community,,N,N,Y,N,,5,3,4,4,4,5,2,5,3,3,4,4,3,2,4,3,4,,,,,3,2,4,5,3,,,,,Weekly,Once every 3 months,Daily,Daily,Daily,Once every 3 months,4,0,4,4,0,4,0,3,5,5,4
M,Germany,Senior,EX,> 500 ,,4,3,3,4,2,Y,N,N,Y,N,N,N,N,N,N,N,4,4,3,3,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,collab,,Y,Y,N,N,,4,4,4,4,3,3,4,3,2,2,4,4,3,3,4,2,3,,,,,2,2,2,3,2,,,,,Weekly,Weekly,Daily,Weekly,Daily,Once every 3 months,4,3,3,3,0,4,3,3,4,4,3
M,Italy,Senior,EX,101 - 500 ,,5,5,5,5,5,Y,Y,Y,Y,N,N,N,N,N,N,N,5,5,5,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,Y,N,N,,collab,,Y,Y,N,N,,5,5,4,3,5,5,5,5,5,4,5,5,2,4,5,3,4,,,,,3,3,3,4,4,,,,,Less than once a year,Less than once a year,Once a year,Once a year,Less than once a year,Less than once a year,3,0,3,2,0,0,0,4,4,5,4
M,Switzerland,Junior,EX,> 500 ,,5,5,5,3,3,N,N,N,N,Y,N,N,N,N,N,N,5,5,5,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,Y,Y,N,N,N,,collab,,N,Y,N,N,,3,3,3,4,4,4,4,4,4,4,4,1,2,2,4,2,2,,,,,3,3,3,3,3,,,,,Daily,Less than once a year,Less than once a year,Less than once a year,Weekly,Less than once a year,4,0,3,3,0,4,4,4,4,5,4
M,Switzerland,Junior,EX,> 500 ,,5,5,5,5,5,Y,N,N,Y,N,N,N,N,N,N,N,4,4,3,3,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,community,,Y,Y,N,N,,5,5,2,3,3,4,5,5,4,5,4,4,3,3,4,4,4,,,,,4,3,5,5,3,,,,"I think that the idea of public code is interesting, but evaluating it as part of the peer-review procedure is Nt feasible.  Furthermore, such practices would have to be globally enforced, or else some EXs will have much faster publications than others due to the amount of time it takes to make something externally usable without understanding all of the details.  For the large LHC collaborations, there are literally thousands of people working on the code for results, and it often takes very specialized people to connect everything together.  Releasing it publicly in a form that anyone can pick up and use is an eNrmous overhead that would likely block physics results.",Weekly,Daily,Weekly,Daily,Daily,Twice a year,4,4,2,4,0,5,3,1,5,5,4
M,Sweden,Junior,EX,> 500 ,,4,3,5,4,4,Y,Y,N,N,N,N,N,N,N,N,N,5,4,3,2,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,Y,N,N,,funder,,N,N,Y,N,,4,5,4,4,4,3,4,4,5,2,5,2,2,4,2,4,4,,,,,4,4,3,4,4,,,,,Daily,Monthly,Monthly,Once a year,Weekly,Less than once a year,5,4,3,2,0,4,0,4,5,3,4
M,the United Kingdom of Great Britain and Nrthern Ireland,Junior,EX,> 500 ,,4,5,4,5,3,Y,Y,N,N,N,N,N,N,N,N,N,4,1,2,3,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,N,Y,N,,collab,,Y,Y,N,N,,4,3,1,4,3,5,4,4,1,4,5,1,2,5,3,4,5,,,,,3,5,4,4,5,,,,,Daily,Less than once a year,Daily,Daily,Daily,Once every 3 months,4,3,4,5,0,5,5,3,3,5,5
M,France,Junior,EX,> 500 ,,5,5,5,5,5,Y,N,N,N,N,N,N,N,N,N,N,5,5,5,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,N,N,N,,collab,,N,N,Y,N,,5,5,4,5,3,5,4,5,3,4,5,4,1,2,5,2,4,,,,,2,3,4,4,3,,,,,Daily,Daily,Weekly,Weekly,Weekly,Less than once a year,5,5,4,0,0,5,0,5,5,5,4
M,Slovakia,Junior,EX,> 500 ,,5,5,5,5,3,Y,Y,Y,N,N,N,N,N,N,N,N,5,5,5,5,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,Y,Y,N,N,N,,community,,Y,Y,N,N,,3,1,1,1,5,5,5,3,3,2,5,3,2,3,5,2,4,,,,,4,4,5,5,4,,,,,Weekly,Monthly,Monthly,Less than once a year,Weekly,Less than once a year,5,4,4,0,0,5,0,5,5,5,4
M,the United Kingdom of Great Britain and Nrthern Ireland,Senior,EX,> 500 ,,5,3,4,3,3,Y,N,N,N,N,N,N,N,N,N,N,4,4,3,5,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,N,,collab,,N,Y,N,N,,4,5,3,4,3,4,4,4,3,3,4,2,2,3,4,2,3,,,,,4,4,5,5,3,,,,,Weekly,Daily,Weekly,Monthly,Daily,Once a year,4,4,5,4,0,5,3,5,4,4,4
M,United States of America,Senior,EX,> 500 ,,1,1,1,1,4,N,N,N,N,Y,N,N,N,N,N,N,1,2,1,1,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,N,N,Y,N,,collab,,N,N,N,Y,"Raw data - which is what I assume you are talimng about, is unintelligible to other collaborations",4,1,1,1,1,5,1,1,3,4,4,4,4,4,4,5,5,,,,,1,1,2,4,3,,,,,Weekly,Weekly,Weekly,Once every 3 months,Daily,Less than once a year,4,5,4,4,3,0,5,5,4,4,4
M,China,Junior,EX,> 500 ,,5,3,4,5,5,Y,N,N,N,N,N,N,N,N,N,N,5,5,3,5,,,,,NA,N,N,N,N,N,N,N,N,,N,Y,N,N,N,N,N,,community,,N,N,Y,N,,5,5,5,5,5,3,3,3,5,3,5,2,2,2,4,4,5,,,,,4,4,4,4,4,,,,,Daily,Weekly,Daily,Weekly,Daily,Less than once a year,5,4,4,4,0,5,0,5,4,4,5
M,France,Junior,EX,101 - 500 ,,5,5,5,5,3,Y,N,N,Y,N,N,N,N,N,N,N,4,2,3,4,,,,,NA,N,N,N,N,N,N,N,N,,N,N,N,Y,Y,N,N,,Other,"Funding bodies should decide, but moreover should provide the means to maintain that, Nt just policies to be followed. Without that a collaboration-level decision is what is more appropriate.",Y,Y,N,N,,4,5,5,5,5,4,4,5,5,3,4,1,1,2,3,3,3,,,,,2,2,3,3,2,,,,"Full Data & code are too complex in HEP to be reviewable per paper. The EXs internal review before publication already are meant to take care of that. Wiki pages and presentations could be helpful, but might be more confusing for an external audience that is Nt following the EX's history. My impression is that if all code/data went into the review, publishing would become extremely time consuming for everybody.",Daily,Monthly,Weekly,Weekly,Once every 3 months,Less than once a year,4,3,2,4,0,4,3,1,4,5,3
