"id","Completed","Last page seen","Start language","Token","Date last action","Date started","Referrer URL","D1","D2","D3","D4","D4_1","D4_2","p2q1 [OS1]","p2q1 [OS2]","p2q1 [OS3]","p2q2 [OA1]","p2q2 [OA2]","p3q1E [OD1]","p3q1E [OD2]","p3q1E [OD3]","p3q1E [OD4]","p3q1E [OD5]","p3q1T [OD1]","p3q1T [OD2]","p3q1T [OD3]","p3q1T [OD6]","p3q1T [OD4]","p3q1T [OD5]","p3q2E [OD_E1]","p3q2E [OD_E2]","p3q2E [OD_E3]","p3q2E [OD_E4]","p3q2T [OD_E1]","p3q2T [OD_E2]","p3q2T [OD_E3]","p3q2T [OD_E5]","p3q2T [OD_E4]","p4q1T [1]","p4q1T [2]","p4q1T [3]","p4q1T [4]","p4q1T [5]","p4q1T [6]","p4q1T [7]","p4q1T [8]","p4q1T_O","p4q1E [1]","p4q1E [2]","p4q1E [3]","p4q1E [4]","p4q1E [5]","p4q1E [6]","p4q1E [7]","p4q1E_O","p4q2","p4q2_O","p5q1 [SQ002]","p5q1 [SQ001]","p5q1 [SQ004]","p5q1 [SQ005]","p5q1_N","p5q2 [1]","p5q2 [2]","p5q2 [3]","p5q2 [4]","p5q2 [5]","p5q2 [6]","p5q2 [7]","p5q2 [8]","p5q2 [9]","p6q1 [1]","p6q1 [2]","p6q1 [3]","p6q1 [4]","p6q2E [1]","p6q2E [2]","p6q2E [3]","p6q2E [4]","p6q2T [1]","p6q2T [2]","p6q2T [3]","p6q2T [4]","p7q1E [1]","p7q1E [2]","p7q1E [3]","p7q1E [4]","p7q1E [5]","p7q1T [1]","p7q1T [2]","p7q1T [3]","p7q2","p8q1 [1]","p8q1 [2]","p8q1 [3]","p8q1 [4]","p8q1 [5]","p8q1 [6]","p8q2 [1]","p8q2 [2]","p8q2 [3]","p8q2 [4]","p8q2 [5]","p8q2 [6]","p8q2 [7]","p8q3 [1]","p8q3 [2]","p8q3 [3]","p8q3 [4]","interviewtime","groupTime564","D1Time","D2Time","D3Time","D4Time","D4_1Time","D4_2Time","groupTime565","p2q1Time","p2q2Time","groupTime612","p3q1ETime","p3q1TTime","p3q2ETime","p3q2TTime","groupTime566","p4q1TTime","p4q1T_OTime","p4q1ETime","p4q1E_OTime","p4q2Time","p4q2_OTime","groupTime570","p5q1Time","p5q1_NTime","p5q2Time","groupTime568","p6q1Time","p6q2ETime","p6q2TTime","groupTime611","p7q1ETime","p7q1TTime","p7q2Time","groupTime571","p8q1Time","p8q2Time","p8q3Time"
"118","2018-04-23 11:23:52","8","en","","2018-04-23 11:23:52","2018-04-23 11:15:53","","Male","France","less than 5 years","Experiment","> 500 members","","Strongly agree","Strongly agree","Strongly agree","Neutral","Neutral","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","","","","","","No","No","No","No","No","No","No","No","","Yes","No","No","Yes","No","No","No","","The HEP community as a whole should decide and set practices.","","Yes","Yes","No","No","","Somewhat affect","Affect a lot","Neutral","Somewhat affect","Affect a lot","Affect a lot","Affect a lot","Affect a lot","Neutral","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","","","","","Neutral","Very helpful","Very helpful","Very helpful","Very helpful","","","","","Daily","Daily","Daily","Daily","Weekly","Daily","Very satisfied","Very satisfied","Moderately satisfied","Moderately satisfied","Very satisfied","Very satisfied","Very satisfied","Somewhat affect","Affect a lot","Affect a lot","Somewhat affect","481.68","35.75","0","0","0","0","0","0","60.77","0","0","58.17","0","0","0","0","61.56","0","0","0","0","0","0","64.61","0","0","0","85.33","0","0","0","47.74","0","0","0","67.75","0","0","0"
"121","2018-04-23 11:26:34","8","en","","2018-04-23 11:26:34","2018-04-23 11:17:52","","Male","United States of America","more than 20 years","Experiment","> 500 members","","Somewhat disagree","Neutral","Somewhat disagree","Somewhat disagree","Neutral","Yes","No","No","No","No","No","No","No","No","No","No","Neutral","Somewhat agree","Strongly disagree","Strongly agree","","","","","","No","No","No","No","No","No","No","No","","No","No","No","Yes","Yes","No","No","","Each collaboration or team should decide for their work.","","Yes","Yes","No","No","","Rarely affect","Rarely affect","Rarely affect","Somewhat affect","Somewhat affect","Somewhat affect","Somewhat affect","Rarely affect","Somewhat affect","Somewhat agree","Strongly agree","Neutral","Strongly agree","Strongly disagree","Somewhat agree","Strongly disagree","Strongly disagree","","","","","Very unhelpful","Somewhat unhelpful","Somewhat helpful","Somewhat helpful","Very unhelpful","","","","","Monthly","Weekly","Weekly","Less than once a year","Weekly","Less than once a year","Very satisfied","Very satisfied","Very satisfied","No experience","No experience","Moderately satisfied","No experience","Somewhat affect","Somewhat affect","Affect a lot","Somewhat affect","524.39","43.77","0","0","0","0","0","0","46.12","0","0","75.74","0","0","0","0","39.54","0","0","0","0","0","0","77.1","0","0","0","86.44","0","0","0","33.96","0","0","0","121.72","0","0","0"
"122","2018-04-23 11:26:48","8","en","","2018-04-23 11:26:48","2018-04-23 11:18:08","","Male","Italy","more than 20 years","Experiment","> 500 members","","Somewhat agree","Neutral","Somewhat disagree","Neutral","Somewhat disagree","Yes","No","No","No","No","No","No","No","No","No","No","Neutral","Neutral","Somewhat disagree","Somewhat disagree","","","","","","No","No","No","No","No","No","No","No","","No","No","Yes","No","No","No","No","","Each collaboration or team should decide for their work.","","No","No","Yes","No","","Somewhat affect","Neutral","Neutral","Somewhat affect","Affect a lot","Somewhat affect","Neutral","Somewhat affect","Rarely affect","Neutral","Somewhat agree","Somewhat disagree","Neutral","Strongly disagree","Somewhat agree","Neutral","Somewhat disagree","","","","","Somewhat unhelpful","Very unhelpful","Somewhat helpful","Somewhat helpful","Somewhat unhelpful","","","","","Daily","Once every 3 months","Weekly","Less than once a year","Weekly","Less than once a year","Very satisfied","Neither satisfied nor dissatisfied","Moderately satisfied","No experience","No experience","Very satisfied","No experience","Neutral","Somewhat affect","Rarely affect","Somewhat affect","521.78","27.52","0","0","0","0","0","0","95.3","0","0","56.12","0","0","0","0","34.87","0","0","0","0","0","0","63.45","0","0","0","97.6","0","0","0","28.59","0","0","0","118.33","0","0","0"
"123","2018-04-23 11:48:36","8","en","","2018-04-23 11:48:36","2018-04-23 11:18:33","","Male","Hungary","5 - 10 years","Experiment","> 500 members","","Somewhat agree","Neutral","Somewhat agree","Somewhat agree","Neutral","No","No","Yes","No","No","No","No","No","No","No","No","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","","","","","","No","No","No","No","No","No","No","No","","No","No","No","Yes","Yes","No","No","","Each collaboration or team should decide for their work.","","Yes","Yes","No","No","","Somewhat affect","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Strongly agree","Somewhat agree","Somewhat disagree","Strongly disagree","Neutral","Neutral","Neutral","Neutral","","","","","Neutral","Somewhat helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","","","","","Daily","Weekly","Daily","Daily","Daily","Once a year","Very satisfied","Very satisfied","Neither satisfied nor dissatisfied","Very satisfied","No experience","Very satisfied","Neither satisfied nor dissatisfied","Somewhat affect","Neutral","Neutral","Neutral","1805.7900000000004","19.8","0","0","0","0","0","0","45.64","0","0","771.47","0","0","0","0","63.85","0","0","0","0","0","0","45.85","0","0","0","754.59","0","0","0","21.64","0","0","0","82.95","0","0","0"
"124","2018-04-23 11:29:38","8","en","","2018-04-23 11:29:38","2018-04-23 11:19:17","","Prefer not to say","Switzerland","more than 20 years","Experiment","> 500 members","","Somewhat agree","Strongly disagree","Somewhat agree","Somewhat agree","Neutral","Yes","No","No","Yes","No","No","No","No","No","No","No","Strongly agree","Strongly agree","Strongly agree","Strongly agree","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","Yes","Question is too simple minded","Each collaboration or team should decide for their work.","","No","Yes","No","No","","Affect a lot","Affect a lot","Somewhat affect","Not at all affect","Neutral","Not at all affect","Rarely affect","Neutral","Neutral","Neutral","Somewhat agree","Somewhat disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","","","","","Very unhelpful","Very unhelpful","Very unhelpful","Very unhelpful","Very unhelpful","","","","","Less than once a year","Less than once a year","Less than once a year","Twice a year","Daily","Less than once a year","No experience","No experience","Very dissatisfied","Neither satisfied nor dissatisfied","No experience","Very satisfied","No experience","Affect a lot","Neutral","Affect a lot","Affect a lot","623.19","44.53","0","0","0","0","0","0","89.93","0","0","81.89","0","0","0","0","72.51","0","0","0","0","0","0","110.30000000000001","0","0","0","75.97","0","0","0","33.36","0","0","0","114.7","0","0","0"
"128","2018-04-23 11:28:19","8","en","","2018-04-23 11:28:19","2018-04-23 11:19:55","","Male","India","less than 5 years","Experiment","> 500 members","","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","No","No","Yes","No","No","No","No","No","No","No","No","Somewhat agree","Neutral","Strongly agree","Somewhat agree","","","","","","No","No","No","No","No","No","No","No","","No","No","No","Yes","No","No","No","","Each individual researcher should decide for their work autonomously.","","Yes","Yes","No","No","","Neutral","Affect a lot","Somewhat affect","Somewhat affect","Somewhat affect","Somewhat affect","Neutral","Affect a lot","Neutral","Somewhat disagree","Somewhat agree","Strongly disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Neutral","","","","","Very helpful","Somewhat helpful","Very helpful","Very helpful","Somewhat helpful","","","","","Monthly","Less than once a year","Daily","Twice a year","Once every 3 months","Monthly","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Very satisfied","Moderately satisfied","No experience","Very satisfied","Neither satisfied nor dissatisfied","Somewhat affect","Somewhat affect","Affect a lot","Somewhat affect","503.90000000000003","31.16","0","0","0","0","0","0","43.32","0","0","83.87","0","0","0","0","38.04","0","0","0","0","0","0","68.87","0","0","0","84.1","0","0","0","23.82","0","0","0","130.72","0","0","0"
"130","2018-04-23 11:35:59","8","en","","2018-04-23 11:35:59","2018-04-23 11:21:43","","Male","Italy","more than 20 years","Experiment","> 500 members","","Neutral","Somewhat disagree","Neutral","Somewhat agree","Somewhat disagree","Yes","No","No","No","No","No","No","No","No","No","No","Neutral","Neutral","Neutral","Somewhat agree","","","","","","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","Yes","in any relatively complex research, releasing data and code in public domain doesn't change anything, basically nobody will have the knowledge to use those data and code","Each collaboration or team should decide for their work.","","No","Yes","No","No","","Affect a lot","Neutral","Neutral","Neutral","Neutral","Neutral","Rarely affect","Somewhat affect","Not at all affect","Somewhat agree","Somewhat agree","Strongly disagree","Strongly agree","Neutral","Somewhat disagree","Neutral","Neutral","","","","","Neutral","Neutral","Somewhat unhelpful","Somewhat unhelpful","Somewhat unhelpful","","","","","Less than once a year","Once every 3 months","Monthly","Weekly","Weekly","Less than once a year","Neither satisfied nor dissatisfied","Moderately satisfied","Moderately satisfied","Very satisfied","Neither satisfied nor dissatisfied","Very satisfied","Neither satisfied nor dissatisfied","Affect a lot","Somewhat affect","Affect a lot","Somewhat affect","859.2900000000001","35.41","0","0","0","0","0","0","120.83","0","0","68.32","0","0","0","0","194.42","0","0","0","0","0","0","105.68","0","0","0","119.77","0","0","0","71.45","0","0","0","143.41","0","0","0"
"132","2018-04-23 12:27:06","8","en","","2018-04-23 12:27:06","2018-04-23 11:22:32","","Male","United States of America","more than 20 years","Experiment","> 500 members","","Strongly agree","Strongly agree","Strongly agree","Neutral","Somewhat agree","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Somewhat agree","Neutral","Somewhat disagree","Somewhat disagree","","","","","","No","No","No","No","No","No","No","No","","No","Yes","No","No","No","No","No","","Each collaboration or team should decide for their work.","","Yes","Yes","No","No","","Rarely affect","Somewhat affect","Not at all affect","Somewhat affect","Affect a lot","Neutral","Neutral","Neutral","Somewhat affect","Somewhat disagree","Somewhat agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","","","","","Somewhat helpful","Very unhelpful","Very unhelpful","Very unhelpful","Very unhelpful","","","","","Daily","Weekly","Daily","Daily","Daily","Daily","Moderately satisfied","Moderately satisfied","Very satisfied","Moderately satisfied","No experience","Very satisfied","Very satisfied","Affect a lot","Neutral","Rarely affect","Affect a lot","3876.21","17.17","0","0","0","0","0","0","50.38","0","0","46.94","0","0","0","0","18.41","0","0","0","0","0","0","46.14","0","0","0","50.24","0","0","0","18.63","0","0","0","3628.3","0","0","0"
"134","2018-04-23 11:28:52","8","en","","2018-04-23 11:28:52","2018-04-23 11:23:52","","Male","Sweden","5 - 10 years","Other","","IT","Strongly agree","Neutral","Strongly agree","Neutral","Neutral","Yes","No","No","No","No","No","No","No","No","No","No","Somewhat agree","Somewhat agree","Strongly agree","Somewhat disagree","","","","","","Yes","Yes","No","No","Yes","No","No","No","","No","No","No","No","No","No","No","","The funding bodies or institutions should decide and develop policies for researchers to follow.","","Yes","Yes","No","No","","Somewhat affect","Affect a lot","Not at all affect","Rarely affect","Somewhat affect","Somewhat affect","Somewhat affect","Rarely affect","Somewhat affect","Somewhat disagree","Strongly agree","Somewhat disagree","Strongly disagree","","","","","Somewhat agree","Somewhat disagree","Strongly agree","Strongly agree","Very helpful","Very helpful","Neutral","Somewhat unhelpful","Somewhat helpful","","","","","Daily","Weekly","Daily","Daily","Weekly","Less than once a year","Very satisfied","Moderately satisfied","Very satisfied","Very satisfied","No experience","Very satisfied","No experience","Somewhat affect","Affect a lot","Affect a lot","Somewhat affect","301.43999999999994","18.02","0","0","0","0","0","0","35.86","0","0","30.64","0","0","0","0","21.87","0","0","0","0","0","0","37.27","0","0","0","74.73","0","0","0","21.83","0","0","0","61.22","0","0","0"
"135","2018-04-23 11:33:36","8","en","","2018-04-23 11:33:36","2018-04-23 11:25:25","","Prefer not to say","Russian Federation","16 - 20 years","Experiment","> 500 members","","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Neutral","Yes","No","No","No","No","No","No","No","No","No","No","Somewhat agree","Somewhat agree","Neutral","Neutral","","","","","","No","No","No","No","No","No","No","No","","No","No","No","Yes","Yes","No","Yes","","The funding bodies or institutions should decide and develop policies for researchers to follow.","","No","No","Yes","No","","Somewhat affect","Affect a lot","Somewhat affect","Somewhat affect","Neutral","Neutral","Somewhat affect","Neutral","Neutral","Neutral","Somewhat agree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","","","","","Neutral","Neutral","Neutral","Neutral","Neutral","","","","","Weekly","Twice a year","Daily","Less than once a year","Monthly","Less than once a year","Moderately dissatisfied","Neither satisfied nor dissatisfied","Moderately satisfied","No experience","No experience","Neither satisfied nor dissatisfied","No experience","Somewhat affect","Somewhat affect","Somewhat affect","Somewhat affect","492.97","42.41","0","0","0","0","0","0","57.51","0","0","38.67","0","0","0","0","38.77","0","0","0","0","0","0","70.18","0","0","0","61.81","0","0","0","32.32","0","0","0","151.3","0","0","0"
"136","2018-04-23 11:35:24","8","en","","2018-04-23 11:35:24","2018-04-23 11:26:32","","Male","Italy","5 - 10 years","Experiment","> 500 members","","Strongly agree","Strongly agree","Somewhat agree","Neutral","Somewhat agree","Yes","Yes","No","No","No","No","No","No","No","No","No","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","","","","","","No","No","No","No","No","No","No","No","","No","Yes","No","Yes","Yes","No","No","","Each collaboration or team should decide for their work.","","Yes","Yes","No","No","","Neutral","Somewhat affect","Affect a lot","Affect a lot","Somewhat affect","Somewhat affect","Neutral","Affect a lot","Neutral","Somewhat disagree","Strongly agree","Strongly disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","","","","","Somewhat helpful","Neutral","Very helpful","Very helpful","Somewhat unhelpful","","","","","Daily","Less than once a year","Daily","Weekly","Weekly","Less than once a year","Very satisfied","No experience","Very satisfied","Moderately satisfied","No experience","Very satisfied","No experience","Affect a lot","Affect a lot","Affect a lot","Affect a lot","533.64","28.45","0","0","0","0","0","0","69.33","0","0","75.32","0","0","0","0","43.09","0","0","0","0","0","0","91.78","0","0","0","102.64","0","0","0","31.65","0","0","0","91.38","0","0","0"
"138","2018-04-23 11:33:34","8","en","","2018-04-23 11:33:34","2018-04-23 11:27:14","","Male","France","11 - 15 years","Theory","","","Strongly agree","Strongly agree","Strongly agree","Neutral","Strongly agree","No","No","No","No","No","No","No","Yes","Yes","Yes","No","","","","","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Neutral","Yes","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","","The HEP community as a whole should decide and set practices.","","Yes","Yes","No","No","","Somewhat affect","Somewhat affect","Neutral","Affect a lot","Affect a lot","Affect a lot","Rarely affect","Neutral","Not at all affect","Somewhat agree","Strongly agree","Strongly disagree","Strongly disagree","","","","","Somewhat agree","Somewhat disagree","Strongly agree","Strongly agree","","","","","","Neutral","Somewhat helpful","Very helpful","","Weekly","Less than once a year","Daily","Weekly","Weekly","Less than once a year","Very satisfied","No experience","Moderately satisfied","Moderately satisfied","No experience","Moderately satisfied","No experience","Somewhat affect","Affect a lot","Affect a lot","Neutral","381.55999999999995","13.49","0","0","0","0","0","0","31.45","0","0","103.71","0","0","0","0","23.7","0","0","0","0","0","0","54.9","0","0","0","75.24","0","0","0","13.17","0","0","0","65.9","0","0","0"
