id,Gender,Country,Seniority,Field,OS_BeneDiscipline,OS_BeneIndividual,OS_BenePublic,OA_ChSeeking,OA_ChSub,OD_aware,OD_seeking,OD_using,OD_sharing,OD_none,OD_publish,OD_anyone,OD_helpful,OD_dontaffect,Who_decide,Sharing_asked,Sharing_shared,Sharing_never,Sharing_not_interested,Sharing_addedwork,Sharing_rights,Sharing_competition,Sharing_quality,Sharing_essential,Sharing_selfeval,Sharing_request,Sharing_responsiblyused,Sharing_required,Doc_askpeople,Doc_reproduc,Doc_unproductive,Doc_unuseful,Rev_coderev,Rev_qualitynotaffect,Rev_doc,Rev_docreadywhenpublish,Tool_codemanage,Tool_issuetracker,Tool_docmanage,Tool_coediting,Tool_eventmanage,Tool_notebook,Happy_codemanage,Happy_issuetracker,Happy_docmanage,Happy_coediting,Happy_refmanage,Happy_eventmanage,Happy_notebook,Tool_endorsement,Tool_efficient,Tool_easy,Tool_peers
84,Male,United States of America,Junior,Experiment,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Yes,Yes,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Individual,Yes,Yes,No,No,Not at all affect,Neutral,Affect a lot,Somewhat affect,Affect a lot,Somewhat affect,Affect a lot,Affect a lot,Affect a lot,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Neutral,Somewhat agree,Weekly,Weekly,Weekly,Weekly,Weekly,Less than once a year,Moderately dissatisfied,Moderately dissatisfied,Very dissatisfied,Moderately satisfied,Moderately dissatisfied,Very dissatisfied,Very dissatisfied,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect
87,Male,Spain,Junior,Experiment,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Yes,No,No,No,No,Neutral,Somewhat agree,Neutral,Somewhat agree,Community,Yes,Yes,No,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat affect,Somewhat affect,Rarely affect,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Weekly,Daily,Weekly,Weekly,Daily,Monthly,Very dissatisfied,Very dissatisfied,Moderately dissatisfied,Very dissatisfied,No experience,Very dissatisfied,Moderately dissatisfied,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect
89,Male,United States of America,Junior,Experiment,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neutral,Yes,No,No,No,No,Somewhat agree,Somewhat agree,Neutral,Somewhat disagree,Collab,No,No,Yes,No,Affect a lot,Affect a lot,Rarely affect,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect,Somewhat affect,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Neutral,Somewhat agree,Neutral,Somewhat agree,Daily,Monthly,Weekly,Daily,Weekly,Once every 3 months,Very satisfied,Neither satisfied nor dissatisfied,Moderately dissatisfied,Very satisfied,No experience,Moderately satisfied,Moderately satisfied,Somewhat affect,Affect a lot,Affect a lot,Affect a lot
90,Male,Russian Federation,Junior,Experiment,Neutral,Somewhat agree,Neutral,Somewhat disagree,Neutral,No,Yes,No,No,No,Somewhat disagree,Neutral,Somewhat agree,Somewhat agree,Collab,Yes,Yes,No,No,Affect a lot,Neutral,Rarely affect,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,Rarely affect,Neutral,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Daily,Daily,Weekly,Weekly,Weekly,Less than once a year,Very satisfied,Neither satisfied nor dissatisfied,Moderately dissatisfied,Neither satisfied nor dissatisfied,No experience,Moderately satisfied,No experience,Somewhat affect,Somewhat affect,Somewhat affect,Neutral
91,Male,Italy,Junior,Experiment,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Yes,No,No,No,No,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Funders,Yes,Yes,No,No,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Not at all affect,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Weekly,Daily,Daily,Less than once a year,Daily,Twice a year,Very satisfied,Moderately satisfied,Moderately satisfied,No experience,No experience,Moderately satisfied,Moderately satisfied,Affect a lot,Affect a lot,Somewhat affect,Somewhat affect
93,Male,France,Junior,Experiment,Strongly agree,Somewhat agree,Somewhat agree,Neutral,Neutral,Yes,No,No,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Community,Yes,Yes,No,No,Somewhat affect,Somewhat affect,Rarely affect,Somewhat affect,Affect a lot,Somewhat affect,Rarely affect,Rarely affect,Neutral,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Daily,Daily,Daily,Weekly,Daily,Once every 3 months,Very satisfied,Very satisfied,Moderately dissatisfied,Moderately satisfied,Very satisfied,Very satisfied,Moderately satisfied,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect
94,Female,Italy,Junior,Experiment,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Neutral,Yes,No,No,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Collab,Yes,Yes,No,No,Somewhat affect,Somewhat affect,Rarely affect,Neutral,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat agree,Somewhat agree,Somewhat disagree,Neutral,Strongly disagree,Somewhat agree,Strongly disagree,Neutral,Weekly,Weekly,Weekly,Monthly,Daily,Less than once a year,Very satisfied,Moderately satisfied,Very satisfied,Neither satisfied nor dissatisfied,No experience,Moderately satisfied,No experience,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect
98,Female,Spain,Senior,Experiment,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Yes,No,No,No,No,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Collab,No,Yes,No,No,Somewhat affect,Neutral,Somewhat affect,Neutral,Neutral,Somewhat affect,Neutral,Affect a lot,Somewhat affect,Neutral,Somewhat agree,Neutral,Neutral,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Less than once a year,Less than once a year,Monthly,Once every 3 months,Once every 3 months,Less than once a year,No experience,No experience,Moderately satisfied,Moderately satisfied,No experience,Moderately satisfied,No experience,Somewhat affect,Somewhat affect,Somewhat affect,Neutral
100,Male,Greece,Senior,Experiment,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,No,No,No,No,Somewhat agree,Neutral,Somewhat agree,Strongly agree,Community,No,Yes,No,No,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Somewhat affect,Somewhat affect,Somewhat affect,Neutral,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly agree,Monthly,Monthly,Daily,Weekly,Daily,Less than once a year,Very satisfied,Very satisfied,Moderately satisfied,Very satisfied,No experience,Very satisfied,No experience,Affect a lot,Somewhat affect,Somewhat affect,Neutral
101,Male,France,Junior,Experiment,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neutral,Yes,Yes,Yes,No,No,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Collab,Yes,Yes,No,No,Neutral,Affect a lot,Somewhat affect,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect,Affect a lot,Affect a lot,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Weekly,Weekly,Daily,Weekly,Daily,Weekly,Very satisfied,Very satisfied,Moderately satisfied,Very satisfied,No experience,Very satisfied,Very satisfied,Affect a lot,Somewhat affect,Affect a lot,Somewhat affect
102,Female,United States of America,Junior,Experiment,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Neutral,No,No,No,No,Yes,Somewhat disagree,Somewhat disagree,Neutral,Somewhat agree,Community,No,No,Yes,No,Somewhat affect,Somewhat affect,Somewhat affect,Neutral,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,Neutral,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Daily,Daily,Weekly,Daily,Daily,Daily,Very satisfied,Very satisfied,Very satisfied,Very satisfied,No experience,Very satisfied,Very satisfied,Rarely affect,Affect a lot,Affect a lot,Neutral
105,Male,Australia,Junior,Experiment,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neutral,Yes,No,Yes,Yes,No,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Community,Yes,Yes,No,No,Somewhat affect,Affect a lot,Rarely affect,Affect a lot,Somewhat affect,Somewhat affect,Somewhat affect,Rarely affect,Neutral,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neutral,Somewhat agree,Daily,Daily,Daily,Once every 3 months,Daily,Less than once a year,Very satisfied,Moderately satisfied,Moderately satisfied,Neither satisfied nor dissatisfied,No experience,Moderately satisfied,No experience,Somewhat affect,Affect a lot,Somewhat affect,Affect a lot
106,Male,Italy,Senior,Experiment,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Neutral,No,Yes,No,No,No,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Funders,No,Yes,No,No,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,Strongly agree,Strongly agree,Somewhat disagree,Neutral,Strongly agree,Neutral,Somewhat agree,Strongly agree,Monthly,Once every 3 months,Weekly,Monthly,Weekly,Less than once a year,Very satisfied,Neither satisfied nor dissatisfied,Very satisfied,Moderately satisfied,No experience,Very satisfied,No experience,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot
107,Male,Czech Republic,Senior,Experiment,Strongly agree,Strongly agree,Somewhat agree,Neutral,Neutral,Yes,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Individual,Yes,Yes,No,No,Not at all affect,Neutral,Not at all affect,Not at all affect,Not at all affect,Not at all affect,Not at all affect,Not at all affect,Not at all affect,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Daily,Daily,Daily,Monthly,Monthly,Once every 3 months,Very satisfied,Neither satisfied nor dissatisfied,Very satisfied,Moderately satisfied,No experience,Moderately dissatisfied,No experience,Affect a lot,Affect a lot,Affect a lot,Affect a lot
110,Male,Republic of Korea,Junior,Experiment,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Yes,Yes,Yes,No,No,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Collab,Yes,Yes,No,No,Affect a lot,Affect a lot,Affect a lot,Somewhat affect,Affect a lot,Somewhat affect,Neutral,Affect a lot,Somewhat affect,Neutral,Somewhat agree,Strongly disagree,Somewhat agree,Neutral,Somewhat agree,Somewhat disagree,Somewhat agree,Daily,Monthly,Daily,Daily,Daily,Monthly,Very satisfied,Neither satisfied nor dissatisfied,Moderately satisfied,Very satisfied,No experience,Very satisfied,Very satisfied,Somewhat affect,Affect a lot,Affect a lot,Affect a lot
114,Male,United States of America,Senior,Experiment,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,No,No,No,No,Yes,Neutral,Strongly agree,Neutral,Strongly agree,Community,Yes,Yes,No,No,Neutral,Rarely affect,Neutral,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect,Somewhat affect,Neutral,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Neutral,Neutral,Somewhat disagree,Neutral,Once every 3 months,Once every 3 months,Monthly,Weekly,Daily,Less than once a year,Very satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Very satisfied,No experience,Very satisfied,No experience,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect
115,Male,Russian Federation,Senior,Experiment,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Neutral,Yes,No,No,No,No,Somewhat agree,Neutral,Somewhat agree,Somewhat disagree,Collab,No,Yes,No,No,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect,Affect a lot,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat agree,Strongly agree,Neutral,Neutral,Somewhat agree,Neutral,Neutral,Somewhat agree,Weekly,Less than once a year,Weekly,Once a year,Monthly,Once a year,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Moderately satisfied,No experience,No experience,Neither satisfied nor dissatisfied,No experience,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect
117,Male,Greece,Junior,Experiment,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Yes,No,Yes,No,No,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Individual,Yes,Yes,No,No,Somewhat affect,Not at all affect,Not at all affect,Somewhat affect,Somewhat affect,Somewhat affect,Affect a lot,Rarely affect,Rarely affect,Neutral,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Weekly,Less than once a year,Weekly,Monthly,Daily,Less than once a year,Very satisfied,No experience,Moderately satisfied,Moderately satisfied,No experience,Moderately satisfied,No experience,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect
118,Male,France,Junior,Experiment,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Yes,Yes,Yes,No,No,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Community,Yes,Yes,No,No,Somewhat affect,Affect a lot,Neutral,Somewhat affect,Affect a lot,Affect a lot,Affect a lot,Affect a lot,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Daily,Daily,Daily,Daily,Weekly,Daily,Very satisfied,Very satisfied,Moderately satisfied,Moderately satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat affect,Affect a lot,Affect a lot,Somewhat affect
121,Male,United States of America,Senior,Experiment,Somewhat disagree,Neutral,Somewhat disagree,Somewhat disagree,Neutral,Yes,No,No,No,No,Neutral,Somewhat agree,Strongly disagree,Strongly agree,Collab,Yes,Yes,No,No,Rarely affect,Rarely affect,Rarely affect,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Rarely affect,Somewhat affect,Somewhat agree,Strongly agree,Neutral,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Monthly,Weekly,Weekly,Less than once a year,Weekly,Less than once a year,Very satisfied,Very satisfied,Very satisfied,No experience,No experience,Moderately satisfied,No experience,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect
122,Male,Italy,Senior,Experiment,Somewhat agree,Neutral,Somewhat disagree,Neutral,Somewhat disagree,Yes,No,No,No,No,Neutral,Neutral,Somewhat disagree,Somewhat disagree,Collab,No,No,Yes,No,Somewhat affect,Neutral,Neutral,Somewhat affect,Affect a lot,Somewhat affect,Neutral,Somewhat affect,Rarely affect,Neutral,Somewhat agree,Somewhat disagree,Neutral,Strongly disagree,Somewhat agree,Neutral,Somewhat disagree,Daily,Once every 3 months,Weekly,Less than once a year,Weekly,Less than once a year,Very satisfied,Neither satisfied nor dissatisfied,Moderately satisfied,No experience,No experience,Very satisfied,No experience,Neutral,Somewhat affect,Rarely affect,Somewhat affect
123,Male,Hungary,Junior,Experiment,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Neutral,No,No,Yes,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Collab,Yes,Yes,No,No,Somewhat affect,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly agree,Somewhat agree,Somewhat disagree,Strongly disagree,Neutral,Neutral,Neutral,Neutral,Daily,Weekly,Daily,Daily,Daily,Once a year,Very satisfied,Very satisfied,Neither satisfied nor dissatisfied,Very satisfied,No experience,Very satisfied,Neither satisfied nor dissatisfied,Somewhat affect,Neutral,Neutral,Neutral
124,Prefer not to say,Switzerland,Senior,Experiment,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Neutral,Yes,No,No,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Collab,No,Yes,No,No,Affect a lot,Affect a lot,Somewhat affect,Not at all affect,Neutral,Not at all affect,Rarely affect,Neutral,Neutral,Neutral,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Less than once a year,Less than once a year,Less than once a year,Twice a year,Daily,Less than once a year,No experience,No experience,Very dissatisfied,Neither satisfied nor dissatisfied,No experience,Very satisfied,No experience,Affect a lot,Neutral,Affect a lot,Affect a lot
128,Male,India,Junior,Experiment,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,No,No,Yes,No,No,Somewhat agree,Neutral,Strongly agree,Somewhat agree,Individual,Yes,Yes,No,No,Neutral,Affect a lot,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect,Neutral,Affect a lot,Neutral,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neutral,Monthly,Less than once a year,Daily,Twice a year,Once every 3 months,Monthly,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Very satisfied,Moderately satisfied,No experience,Very satisfied,Neither satisfied nor dissatisfied,Somewhat affect,Somewhat affect,Affect a lot,Somewhat affect
130,Male,Italy,Senior,Experiment,Neutral,Somewhat disagree,Neutral,Somewhat agree,Somewhat disagree,Yes,No,No,No,No,Neutral,Neutral,Neutral,Somewhat agree,Collab,No,Yes,No,No,Affect a lot,Neutral,Neutral,Neutral,Neutral,Neutral,Rarely affect,Somewhat affect,Not at all affect,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Neutral,Somewhat disagree,Neutral,Neutral,Less than once a year,Once every 3 months,Monthly,Weekly,Weekly,Less than once a year,Neither satisfied nor dissatisfied,Moderately satisfied,Moderately satisfied,Very satisfied,Neither satisfied nor dissatisfied,Very satisfied,Neither satisfied nor dissatisfied,Affect a lot,Somewhat affect,Affect a lot,Somewhat affect
132,Male,United States of America,Senior,Experiment,Strongly agree,Strongly agree,Strongly agree,Neutral,Somewhat agree,Yes,Yes,Yes,Yes,No,Somewhat agree,Neutral,Somewhat disagree,Somewhat disagree,Collab,Yes,Yes,No,No,Rarely affect,Somewhat affect,Not at all affect,Somewhat affect,Affect a lot,Neutral,Neutral,Neutral,Somewhat affect,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Daily,Weekly,Daily,Daily,Daily,Daily,Moderately satisfied,Moderately satisfied,Very satisfied,Moderately satisfied,No experience,Very satisfied,Very satisfied,Affect a lot,Neutral,Rarely affect,Affect a lot
135,Prefer not to say,Russian Federation,Senior,Experiment,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Yes,No,No,No,No,Somewhat agree,Somewhat agree,Neutral,Neutral,Funders,No,No,Yes,No,Somewhat affect,Affect a lot,Somewhat affect,Somewhat affect,Neutral,Neutral,Somewhat affect,Neutral,Neutral,Neutral,Somewhat agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Weekly,Twice a year,Daily,Less than once a year,Monthly,Less than once a year,Moderately dissatisfied,Neither satisfied nor dissatisfied,Moderately satisfied,No experience,No experience,Neither satisfied nor dissatisfied,No experience,Somewhat affect,Somewhat affect,Somewhat affect,Somewhat affect
